Churn,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,45,6,0.8,0.8909999999999999,0.0,3.75,60.01149425287356,1.0,0.0,0.25,0.08333333333333333
Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23,6,0.605,0.784,0.0,1.9166666666666667,48.637362637362635,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36,3,0.6509999999999999,0.963,0.0,3.0,70.54716981132076,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,58,F,2,High School,Single,Unknown,Blue,46,6,0.8109999999999999,0.867,0.562,3.8333333333333335,59.32142857142857,0.4384133611691023,0.5615866388308977,0.16666666666666666,0.16666666666666666
Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,0.595,0.3929999999999999,0.0,3.0,55.743589743589745,1.0,0.0,0.16666666666666666,0.25
Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,4,0.6609999999999999,0.731,0.48,3.0,46.577777777777776,0.5197461212976022,0.4802538787023977,0.16666666666666666,0.16666666666666666
Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,0.6709999999999999,0.467,0.1119999999999999,2.5833333333333335,52.54545454545455,0.8884462151394422,0.11155378486055777,0.25,0.25
Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38,5,0.95,0.718,0.81,3.1666666666666665,67.08955223880596,0.19003115264797507,0.8099688473520249,0.16666666666666666,0.25
Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,3,0.603,0.375,0.0,3.0,48.79545454545455,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,55,F,1,High School,Married,Less than $40K,Blue,36,5,0.8340000000000001,0.68,0.0,3.0,59.904761904761905,1.0,0.0,0.08333333333333333,0.08333333333333333
Existing Customer,49,M,3,College,Married,$60K - $80K,Blue,39,5,0.8320000000000001,0.74,0.0,3.25,55.59770114942529,1.0,0.0,0.25,0.25
Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,52,5,1.114,0.826,0.875,4.333333333333333,46.92857142857143,0.12524385485758877,0.8747561451424113,0.16666666666666666,0.25
Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,0.408,0.345,0.931,3.0,49.23076923076923,0.06931886678722121,0.9306811332127788,0.3333333333333333,0.16666666666666666
Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,6,0.853,0.698,0.575,3.5833333333333335,63.16438356164384,0.42470664928292046,0.5752933507170795,0.16666666666666666,0.25
Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,5,0.622,1.029,0.482,4.166666666666667,64.73913043478261,0.5183887915936952,0.4816112084063047,0.16666666666666666,0.25
Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,0.877,0.71,0.132,4.083333333333333,51.320754716981135,0.8680771624144369,0.13192283758556317,0.3333333333333333,0.25
Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,0.76,0.55,0.025,2.5833333333333335,33.516129032258064,0.9751278475127848,0.02487215248721525,0.25,0.25
Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,3,0.904,0.885,0.125,4.083333333333333,51.183673469387756,0.874712907671107,0.12528709232889298,0.5,0.3333333333333333
Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,0.7120000000000001,0.231,0.0,3.4166666666666665,65.4375,1.0,0.0,0.25,0.3333333333333333
Existing Customer,48,F,2,Doctorate,Divorced,Unknown,Blue,37,6,0.777,0.66,0.289,3.0833333333333335,54.34090909090909,0.7113651351945482,0.28863486480545175,0.0,0.16666666666666666
Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,5,0.7829999999999999,0.444,0.8440000000000001,3.0,62.69230769230769,0.15594799415977195,0.8440520058402281,0.16666666666666666,0.16666666666666666
Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36,3,0.933,0.706,0.3329999999999999,3.0,52.9080459770115,0.6666666666666666,0.3333333333333333,0.25,0.08333333333333333
Existing Customer,44,F,3,College,Divorced,Unknown,Blue,38,5,0.7340000000000001,0.632,0.723,3.1666666666666665,54.935483870967744,0.27672327672327673,0.7232767232767233,0.16666666666666666,0.25
Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,3,0.889,1.125,0.18,1.75,56.305882352941175,0.8203790645105199,0.17962093548948008,0.25,0.16666666666666666
Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,4,0.6629999999999999,0.682,0.318,3.25,64.67567567567568,0.6823573952549218,0.3176426047450782,0.16666666666666666,0.25
Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,28,4,0.7709999999999999,0.6729999999999999,0.0,2.3333333333333335,51.8780487804878,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,0.97,0.846,0.0,2.8333333333333335,63.486111111111114,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,37,F,3,High School,Single,Unknown,Blue,18,4,0.725,0.297,0.0,1.5,53.5,1.0,0.0,0.25,0.08333333333333333
Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,0.728,0.486,0.1119999999999999,2.5,41.09615384615385,0.8875643855776306,0.11243561442236939,0.3333333333333333,0.25
Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,0.561,0.593,0.0,1.6666666666666667,56.46511627906977,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,6,0.836,0.6729999999999999,0.356,3.8333333333333335,58.9390243902439,0.6435665914221219,0.3564334085778781,0.25,0.25
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,0.654,0.667,0.696,2.9166666666666665,65.82666666666667,0.30387118876327507,0.6961288112367249,0.25,0.25
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,0.664,0.857,0.37,3.25,62.42307692307692,0.6298283261802575,0.3701716738197425,0.25,0.25
Attrited Customer,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,1.056,0.481,0.828,2.5833333333333335,74.525,0.17170542635658914,0.8282945736434109,0.25,0.25
Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,31,5,0.62,0.591,0.607,2.5833333333333335,65.44285714285714,0.39308398023994356,0.6069160197600565,0.16666666666666666,0.25
Existing Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,24,4,1.393,0.818,0.5760000000000001,2.0,73.33333333333333,0.42376767290790984,0.5762323270920902,0.16666666666666666,0.08333333333333333
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,41,3,0.735,0.674,0.836,3.4166666666666665,65.0,0.1636005256241787,0.8363994743758213,0.16666666666666666,0.25
Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,4,0.356,0.387,0.026,2.6666666666666665,40.46511627906977,0.9742564661699679,0.025743533830032105,0.3333333333333333,0.16666666666666666
Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,1,0.563,0.471,0.182,2.6666666666666665,36.98,0.8175232367413887,0.18247676325861126,0.25,0.16666666666666666
Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37,5,0.7709999999999999,0.705,0.228,3.0833333333333335,57.986666666666665,0.7716008915694245,0.2283991084305756,0.16666666666666666,0.08333333333333333
Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,0.657,1.107,0.0,3.0,62.28813559322034,1.0,0.0,0.25,0.16666666666666666
Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36,3,0.563,0.682,0.15,3.0,63.25675675675676,0.8501421262080727,0.14985787379192722,0.16666666666666666,0.08333333333333333
Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,0.413,0.3229999999999999,0.0,2.25,48.609756097560975,1.0,0.0,0.25,0.16666666666666666
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20,5,0.7040000000000001,0.659,0.5539999999999999,1.6666666666666667,61.4264705882353,0.44640883977900553,0.5535911602209945,0.25,0.16666666666666666
Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25,6,0.672,0.5,0.1119999999999999,2.0833333333333335,63.15873015873016,0.8878222847665477,0.11217771523345228,0.25,0.08333333333333333
Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,0.8190000000000001,0.6809999999999999,0.584,3.0,64.0379746835443,0.41630901287553645,0.5836909871244635,0.16666666666666666,0.16666666666666666
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,30,3,0.804,0.66,0.75,2.5,60.6025641025641,0.25033025099075296,0.749669749009247,0.16666666666666666,0.16666666666666666
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,22,5,0.797,0.75,0.449,1.8333333333333333,53.9010989010989,0.5510324483775811,0.44896755162241886,0.0,0.16666666666666666
Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,0.305,0.759,0.0,2.75,35.549019607843135,1.0,0.0,0.4166666666666667,0.25
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28,4,0.897,0.9,0.416,2.3333333333333335,67.57894736842105,0.5835361190294097,0.4164638809705903,0.25,0.25
Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,0.647,0.5770000000000001,0.011,4.166666666666667,52.51219512195122,0.9885360824742268,0.011463917525773196,0.25,0.3333333333333333
Existing Customer,49,F,2,Graduate,Single,Unknown,Blue,38,6,0.693,0.6,0.172,3.1666666666666665,57.15277777777778,0.828408195429472,0.17159180457052797,0.25,0.25
Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,27,4,0.807,0.8290000000000001,0.341,2.25,51.93333333333333,0.6590806669671023,0.3409193330328977,0.25,0.16666666666666666
Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,5,0.7759999999999999,0.622,0.0,3.0,70.66666666666667,1.0,0.0,0.25,0.16666666666666666
Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,4,0.695,0.809,0.465,3.6666666666666665,56.44705882352941,0.5346638655462185,0.4653361344537815,0.08333333333333333,0.08333333333333333
Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,0.648,0.6729999999999999,0.535,2.1666666666666665,53.869565217391305,0.4650528469144221,0.5349471530855779,0.0,0.25
Existing Customer,55,F,0,Graduate,Single,Unknown,Blue,44,6,0.76,0.7,0.1009999999999999,3.6666666666666665,52.220588235294116,0.8988572684320404,0.10114273156795957,0.25,0.08333333333333333
Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,0.407,0.5579999999999999,0.022,3.0,56.059701492537314,0.9779812260980415,0.022018773901958513,0.08333333333333333,0.25
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,0.674,0.605,0.955,3.6666666666666665,61.14492753623188,0.04502271788517142,0.9549772821148286,0.25,0.4166666666666667
Existing Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,3,0.606,0.685,0.62,2.8333333333333335,50.824175824175825,0.3802992518703242,0.6197007481296758,0.16666666666666666,0.08333333333333333
Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,37,5,0.727,1.114,0.926,3.0833333333333335,66.01351351351352,0.07439908431896222,0.9256009156810378,0.08333333333333333,0.08333333333333333
Existing Customer,34,F,0,Unknown,Married,Less than $40K,Blue,26,5,0.892,0.8220000000000001,0.0,2.1666666666666665,65.96341463414635,1.0,0.0,0.08333333333333333,0.25
Existing Customer,46,F,4,High School,Unknown,$40K - $60K,Blue,38,6,0.5589999999999999,0.933,0.3229999999999999,3.1666666666666665,53.793103448275865,0.6765432098765433,0.3234567901234568,0.0,0.16666666666666666
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,0.514,0.684,0.513,2.0,67.828125,0.4874074074074074,0.5125925925925926,0.08333333333333333,0.25
Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,5,0.8109999999999999,0.711,0.162,3.5,65.87012987012987,0.8381887985546522,0.16181120144534777,0.16666666666666666,0.25
Existing Customer,36,F,5,Unknown,Single,Less than $40K,Blue,24,3,0.522,0.667,0.7020000000000001,2.0,59.02857142857143,0.29765100671140937,0.7023489932885906,0.08333333333333333,0.08333333333333333
Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,0.727,0.868,0.0,3.0,65.25352112676056,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0.823,0.654,0.0,4.166666666666667,59.86046511627907,1.0,0.0,0.25,0.0
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,33,3,0.61,0.614,0.434,2.75,65.09859154929578,0.5659563673262303,0.43404363267376966,0.16666666666666666,0.16666666666666666
Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36,4,0.911,0.867,0.728,3.0,57.29761904761905,0.27216261998870694,0.7278373800112931,0.25,0.16666666666666666
Attrited Customer,45,F,3,Graduate,Divorced,Unknown,Blue,37,5,0.7879999999999999,0.815,0.0,3.0833333333333335,52.36734693877551,1.0,0.0,0.5,0.16666666666666666
Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43,4,0.769,0.696,0.0,3.5833333333333335,56.73076923076923,1.0,0.0,0.25,0.4166666666666667
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,46,4,0.5920000000000001,0.6,0.1889999999999999,3.8333333333333335,59.29545454545455,0.81127034248239,0.18872965751760992,0.16666666666666666,0.08333333333333333
Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,0.762,0.882,0.094,3.25,70.25,0.9062837400129562,0.09371625998704383,0.16666666666666666,0.08333333333333333
Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26,5,0.988,0.63,0.581,2.1666666666666665,46.53409090909091,0.41899189918991897,0.581008100810081,0.08333333333333333,0.08333333333333333
Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46,5,1.01,0.853,0.57,3.8333333333333335,66.15873015873017,0.42994549535107407,0.5700545046489259,0.25,0.25
Existing Customer,46,M,3,College,Married,$40K - $60K,Blue,34,5,0.731,0.857,0.0,2.8333333333333335,56.97435897435897,1.0,0.0,0.16666666666666666,0.08333333333333333
Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,0.562,0.69,0.615,3.6666666666666665,41.142857142857146,0.3845965770171149,0.6154034229828851,0.25,0.25
Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,0.7390000000000001,0.85,0.0,3.0,57.108108108108105,1.0,0.0,0.25,0.25
Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46,5,0.631,0.809,0.617,3.8333333333333335,53.35294117647059,0.38288288288288286,0.6171171171171171,0.16666666666666666,0.08333333333333333
Attrited Customer,53,F,1,High School,Married,$40K - $60K,Blue,44,3,0.884,0.6920000000000001,0.0,3.6666666666666665,56.22727272727273,1.0,0.0,0.25,0.25
Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,27,3,0.845,0.696,0.0,2.25,55.53846153846154,1.0,0.0,0.25,0.25
Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,0.6859999999999999,0.511,0.11,2.9166666666666665,59.38235294117647,0.8900922583233053,0.10990774167669475,0.08333333333333333,0.25
Attrited Customer,43,F,2,Graduate,Married,Unknown,Blue,25,4,0.653,0.3929999999999999,0.0,2.0833333333333335,57.35897435897436,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30,5,0.877,0.698,0.561,2.5,54.35616438356164,0.43876923076923074,0.5612307692307692,0.16666666666666666,0.08333333333333333
Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36,6,0.853,0.675,0.8370000000000001,3.0,66.01492537313433,0.16295310941137348,0.8370468905886266,0.25,0.25
Existing Customer,47,M,3,Unknown,Married,$120K +,Blue,28,3,0.912,0.902,0.069,2.3333333333333335,48.1025641025641,0.9310344827586207,0.06896551724137931,0.16666666666666666,0.16666666666666666
Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,32,3,0.8059999999999999,0.64,0.0,2.6666666666666665,61.65853658536585,1.0,0.0,0.25,0.25
Existing Customer,45,F,3,High School,Single,Unknown,Blue,36,6,0.753,0.6970000000000001,0.6409999999999999,3.0,79.96428571428571,0.359048537447766,0.640951462552234,0.16666666666666666,0.08333333333333333
Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54,6,0.779,0.923,0.762,4.5,63.42666666666667,0.23809523809523808,0.7619047619047619,0.25,0.25
Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,0.809,0.833,0.608,3.1666666666666665,47.81818181818182,0.39232254949299855,0.6076774505070014,0.4166666666666667,0.16666666666666666
Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,6,0.746,0.821,0.0,3.0,62.83098591549296,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,6,0.593,0.54,0.642,3.25,58.84415584415584,0.3578564940962761,0.6421435059037239,0.25,0.16666666666666666
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,36,4,0.733,0.905,0.487,3.0,63.4875,0.5129490392648287,0.48705096073517123,0.25,0.16666666666666666
Attrited Customer,49,M,3,College,Married,$120K +,Blue,43,5,0.7879999999999999,0.667,0.0,3.5833333333333335,49.02,1.0,0.0,0.25,0.25
Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36,3,0.851,0.76,0.376,3.0,53.875,0.6244780793319415,0.37552192066805845,0.25,0.25
Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,4,0.568,0.706,0.111,3.6666666666666665,50.71264367816092,0.8886426592797784,0.1113573407202216,0.0,0.16666666666666666
Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,3,0.638,0.396,0.0,2.3333333333333335,48.71641791044776,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,61,F,1,College,Married,Unknown,Blue,46,6,1.027,0.675,0.0,3.8333333333333335,64.74626865671642,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,40,5,0.8440000000000001,0.8109999999999999,0.698,3.3333333333333335,60.53731343283582,0.30197268588770865,0.6980273141122914,0.25,0.08333333333333333
Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36,6,0.568,0.787,0.0,3.0,57.32142857142857,1.0,0.0,0.25,0.16666666666666666
Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,33,6,0.985,0.568,0.174,2.75,62.56521739130435,0.8259646302250804,0.17403536977491962,0.16666666666666666,0.16666666666666666
Existing Customer,38,F,3,High School,Single,Unknown,Blue,24,6,0.932,0.591,0.115,2.0,65.37142857142857,0.8848111246505627,0.11518887534943732,0.25,0.25
Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,40,4,0.557,0.6459999999999999,0.066,3.3333333333333335,57.08860759493671,0.9342379958246346,0.06576200417536535,0.16666666666666666,0.25
Existing Customer,60,M,1,High School,Single,$40K - $60K,Silver,49,5,0.7040000000000001,1.083,0.0,4.083333333333333,51.25333333333333,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,1.092,0.732,0.624,3.3333333333333335,59.014084507042256,0.37585421412300685,0.6241457858769932,0.25,0.25
Existing Customer,37,F,2,High School,Single,$40K - $60K,Blue,27,4,0.7120000000000001,1.0,0.417,2.25,55.548780487804876,0.5830308529945554,0.41696914700544463,0.16666666666666666,0.08333333333333333
Existing Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,36,3,0.7190000000000001,0.708,0.8140000000000001,3.0,51.5609756097561,0.18635063342868818,0.8136493665713118,0.25,0.08333333333333333
Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,36,3,0.897,0.795,0.0,3.0,57.379746835443036,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,3,0.529,0.44,0.0,3.5833333333333335,61.22222222222222,1.0,0.0,0.3333333333333333,0.25
Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,25,5,0.659,0.574,0.384,2.0833333333333335,53.445945945945944,0.6163597225544128,0.3836402774455872,0.25,0.25
